temperature,date,windSpeed,sunshine,rain
18.9,2019-07-30T22:00:00.000Z,   3.3,  0.00,   0.1
18.5,2019-07-30T23:00:00.000Z,   2.1,  0.00,   0.0
18.4,2019-07-31T00:00:00.000Z,   2.3,  0.00,   0.0
18.5,2019-07-31T01:00:00.000Z,   2.7,  0.00,   0.0
18.9,2019-07-31T02:00:00.000Z,   3.5,  0.00,   0.0
18.4,2019-07-31T03:00:00.000Z,   3.1,  0.00,   0.0
18.5,2019-07-31T04:00:00.000Z,   2.6,  0.00,   0.0
18.7,2019-07-31T05:00:00.000Z,   2.0,  0.00,   0.0
19,2019-07-31T06:00:00.000Z,   1.8,  0.00,   0.0
19.8,2019-07-31T07:00:00.000Z,   2.0, 15.00,   0.0
21.2,2019-07-31T08:00:00.000Z,   1.4, 37.00,   0.0
21.7,2019-07-31T09:00:00.000Z,   1.7, 46.00,   0.0
22.2,2019-07-31T10:00:00.000Z,   2.3, 29.00,   0.0
22.7,2019-07-31T11:00:00.000Z,   2.9, 15.00,   0.0
23.3,2019-07-31T12:00:00.000Z,   2.6, 18.00,   0.0
24,2019-07-31T13:00:00.000Z,   2.8, 28.00,   0.0
23.9,2019-07-31T14:00:00.000Z,   2.5, 39.00,   0.0
24.9,2019-07-31T15:00:00.000Z,   2.2, 47.00,   0.0
25.2,2019-07-31T16:00:00.000Z,   2.9, 53.00,   0.0
24.3,2019-07-31T17:00:00.000Z,   2.7, 27.00,   0.0
23.8,2019-07-31T18:00:00.000Z,   3.1, 60.00,   0.0
21.7,2019-07-31T19:00:00.000Z,   2.4, 39.00,   0.0
19.6,2019-07-31T20:00:00.000Z,   1.1,  0.00,   0.0
16.3,2019-07-31T21:00:00.000Z,   0.9,  0.00,   0.0
